name,price,shop,sales,img
海湾兔Bunnies小羊公仔安抚抱睡布娃娃动物毛绒儿童女生日礼物824128小羊公仔海湾兔,￥139.00,海湾兔旗舰店,"
								 2万+
								",https://img10.360buyimg.com/n7/jfs/t1/27130/5/16182/126704/627e075dEe9edd345/424a12d66ede8c29.jpg
名创优品（MINISO）吉福特熊乖乖坐姿毛绒公仔毛绒玩具抱枕生日礼物女棕色26cm,￥28.90,名创优品京东自营旗舰店,"
								 1万+
								",https://img11.360buyimg.com/n7/jfs/t1/196875/40/27169/193673/667a8c8dF348af195/eab489b6bdbd8e66.jpg
熊猫熊卡皮巴拉公仔毛绒玩具女孩布娃娃卡屁巴拉水豚女生生日礼物女,￥26.00,熊猫熊京东自营旗舰店,"
								 5万+
								",https://img12.360buyimg.com/n7/jfs/t1/128471/18/52899/72120/672f3509F68cdee27/d43b0e5f053a4fb3.jpg
迪士尼（Disney）玩具总动员草莓熊男女孩毛绒玩具公仔抱抱熊送女友老婆女孩伴手礼生日礼物女生礼品靠枕抱枕布娃娃芬芳38cm站高50cm,￥59.90,迪士尼（Disney）玩具京东自营专区,"
								 5万+
								",https://img11.360buyimg.com/n7/jfs/t1/170664/33/20239/243772/607ff722E2e725779/c522bafff6108853.jpg
名创优品（MINISO）毛绒公仔毛绒抱枕玩具布娃娃生日礼物女趣味阿柴趴姿32cm,￥26.30,名创优品京东自营旗舰店,"
								 5万+
								",https://img10.360buyimg.com/n7/jfs/t1/48941/8/24316/67302/646f0632Fd9b57a9b/110d560dd3f7f3b5.jpg
捉趣Bern伯尔尼狗毛绒玩具狗狗公仔小熊布娃娃抱枕送女孩生日礼物Bern伯尔尼狗狗坐高23厘米,￥39.00,捉趣旗舰店,"
								 1万+
								",https://img11.360buyimg.com/n7/jfs/t1/99642/33/55171/70523/672f0c85F0070f130/315b7f19a6ebcb83.jpg
软陶人偶泥人3d真人公仔定制蜡像泥塑照片捏人像粘土diy手办人物模型生日送女朋友手工结婚新婚礼物默认22厘米单人定制（支持定制其他尺寸）,￥299.00,陶的传人旗舰店,"
								 5000+
