name,price,shop,sales,img
一加1316GB+512GB白露晨曦高通骁龙®8至尊版6000mAh冰川电池AI智能游戏旗舰影像性能,￥5299.00,一加手机京东自营官方旗舰店,"
								 2万+
								",https://img14.360buyimg.com/n7/jfs/t1/191121/40/51909/51850/672f5154F851c42d2/33e72e25ca6d05c8.jpg
小米（MI）Redmi12CHelioG85性能芯5000万高清双摄5000mAh长续航4GB+128GB暗影黑智能小米红米,￥499.00,小米京东自营旗舰店,"
								 50万+
								",https://img12.360buyimg.com/n7/jfs/t1/189790/40/31815/49677/63afac0eF12acd278/ab341b6272870da6.jpg
小米RedmiNote13Pro骁龙7S新2亿像素第二代1.5K高光屏12GB+256GB子夜黑5G,￥1499.00,小米京东自营旗舰店,"
								 100万+
								",https://img14.360buyimg.com/n7/jfs/t1/246480/31/22833/34653/6732323aF00c87372/08f271abe605e294.jpg
荣耀畅玩20A5000mAh超大电池长续航128GB大存储6.5英寸高清护眼屏4+128幻夜黑老人智能,￥529.00,荣耀京东自营旗舰店,"
								 100万+
								",https://img11.360buyimg.com/n7/jfs/t1/232594/5/17697/25099/664c1479Fa019da09/7a54fcaeb69767eb.jpg
小米（MI）RedmiNote125G120HzOLED屏幕骁龙4移动平台5000mAh8GB+256GB子夜黑,￥799.00,小米京东自营旗舰店,"
								 50万+
								",https://img12.360buyimg.com/n7/jfs/t1/157124/9/51056/60940/67321d9eFd75cc989/6f813b66c356a4de.jpg
OPPOK12x8GB+256GB钛空灰120Hz旗舰级OLED直屏80W闪充5500mAh大电池骁龙智能学生新款5G,￥1049.00,OPPO京东自营官方旗舰店,"
								 10万+
								",https://img11.360buyimg.com/n7/jfs/t1/185415/30/51833/51801/6731d2beF0576d086/40706c5eba68b907.jpg
iQOO12第三代骁龙8自研电竞芯片Q1,￥3899.00,iQOO京东自营官方旗舰店,"
								 20万+
								",https://img10.360buyimg.com/n7/jfs/t1/183649/37/52749/81838/6731e444Fccc96dba/0d656984ee2b9952.jpg
一加Ace3Pro12GB+256GB钛空镜银第三代骁龙8旗舰芯片6100mAh冰川电池AI智能游戏,￥2699.00,一加手机京东自营官方旗舰店,"
								 10万+
								",https://img11.360buyimg.com/n7/jfs/t1/132429/31/50016/64597/6732f363F89d566a1/c643eebb46c9f728.jpg
vivoiQOONeo912GB+256GB格斗黑第二代骁龙8旗舰芯自研电竞芯片Q1IMX920索尼大底主摄5G电竞,￥1899.00,iQOO京东自营官方旗舰店,"
								 50万+
								",https://img14.360buyimg.com/n7/jfs/t1/181946/18/47230/67955/6731e448F06d47679/9c193532a95a9ab9.jpg
vivoiQOONeo9SPro+16GB+256GB星曜白第三代骁龙8自研电竞芯片Q1超声波3D指纹5Gvivo,￥2889.00,iQOO京东自营官方旗舰店,"
								 10万+
								",https://img12.360buyimg.com/n7/jfs/t1/175720/16/50995/114943/672df78eF72385a0b/dd3ab5df8071b272.jpg
华为（HUAWEI）旗舰Mate6012GB+512GB雅川青|华为大额券,￥4899.00,华为京东自营官方旗舰店,"
								 10万+
								",https:
vivoiQOOZ9Turbo12GB+256GB星芒白第三代骁龙8s独显芯片Turbo6000mAh超薄蓝海电池电竞,￥1789.00,iQOO京东自营官方旗舰店,"
								 20万+
								",https:
vivoiQOOZ9Turbo+12GB+256GB月影钛天玑9300+旗舰芯自研电竞芯片Q16400mAh超薄蓝海电池,￥2299.00,iQOO京东自营官方旗舰店,"
								 5万+
								",https:
一加Ace316GB+512GB星辰黑1.5K东方屏第二代骁龙8旗舰芯片OPPOAI5G超长续航游戏,￥2499.00,一加手机京东自营官方旗舰店,"
								 50万+
								",https:
荣耀Play9C新款超能长续航SGS抗跌耐摔护眼灵动屏12+256碧空蓝5GAI【移动用户特惠套餐】,￥778.90,荣耀京东自营旗舰店,"
								 2000+
								",https:
vivoiQOOZ98GB+256GB曜夜黑6000mAh蓝海电池1.5K144Hz护眼屏第三代骁龙7电竞,￥1319.00,iQOO京东自营官方旗舰店,"
								 20万+
								",https:
小米（MI）RedmiNote14Pro天玑7300-UltraIP68防尘防水5500mAh大电量12GB+256GB镜瓷白红米5G,￥1699.00,小米京东自营旗舰店,"
								 10万+
								",https:
荣耀X60i轻薄长续航高亮OLED护眼大屏IP64整机防水十面抗摔耐跌8+256幻夜黑新款5G智能,￥1198.90,荣耀京东自营旗舰店,"
								 5万+
